Player_Id,Year,Rnd,Pick,Tm,Player,Pos,Position Standard,First4AV,Age,To,AP1,PB,St,CarAV,DrAV,G,Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Rush_TDs,Rec,Rec_Yds,Rec_Tds,Tkl,Def_Int,Sk,College/Univ,
WangEd20,2010,5,140,BUF,Ed Wang,T,T,0,23,2010,0,0,0,0,0,6,,,,,,,,,,,,,,,Virginia Tech,
MoorJo99,2010,5,141,CHI,Joshua Moore,DB,DB,0,22,2010,0,0,0,0,0,3,,,,,,,,,,,,,,,Kansas St.,
ShefCa99,2010,5,142,KAN,Cameron Sheffield,DE,DE,1,22,2012,0,0,0,1,1,17,,,,,,,,,,,,5,,,Troy,
HartLa99,2010,5,143,JAX,Larry Hart,DE,DE,1,23,2010,0,0,0,1,1,14,,,,,,,,,,,,5,,1.5,Central Arkansas,
McMaSh99,2010,5,144,HOU,Sherrick McManis,DB,DB,5,22,2016,0,0,0,6,2,88,,,,,,,,,,,,34,1,,Northwestern,
CarrNo00,2010,5,145,MIA,Nolan Carroll,DB,DB,13,23,2016,0,0,4,16,11,95,,,,,,,,,,,,205,8,3,Maryland,
ThomCa99,2010,5,146,SDG,Cam Thomas,DT,DT,15,23,2016,0,0,2,16,10,95,,,,,,,,,,,,79,1,7.5,North Carolina,
PetrMi20,2010,5,147,NYG,Mitch Petrus,G,G,4,23,2012,0,0,0,4,4,27,,,,,,,,,,,,,,,Arkansas,
JohnRo99,2010,5,148,TEN,Robert Johnson,DB,DB,2,23,2012,0,0,0,2,2,15,,,,,,,,,,,,13,1,,Utah,
DaviHa21,2010,5,149,STL,Hall Davis,DE,DE,0,23,2010,0,0,0,0,,1,,,,,,,,,,,,,,,La-Lafayette,
MeskZo99,2010,5,150,NWE,Zoltan Mesko,P,P,6,24,2013,0,0,0,6,6,56,,,,,,,,,,,,,,,Michigan,
ScotCh23,2010,5,151,PIT,Chris Scott,G,G,6,23,2016,0,0,0,6,0,39,,,,,,,,,,,,,,,Tennessee,
HudsOt20,2010,5,152,CIN,Otis Hudson,T,T,0,24,2012,0,0,0,0,0,,,,,,,,,,,,,,,,East. Illinois,
LaneAu99,2010,5,153,JAX,Austen Lane,DE,DE,7,22,2013,0,0,1,7,7,30,,,,,,,,,,,,46,,3,Murray St.,
QuarAn00,2010,5,154,GNB,Andrew Quarless,TE,TE,9,21,2015,0,0,2,9,9,60,,,,,,,,,89,940,6,4,,,Penn St.,
SkelJo00,2010,5,155,ARI,John Skelton,QB,QB,4,22,2012,0,0,0,4,4,20,320,602,3707,15,25,42,182,0,,,,1,,,Fordham,
ReedDa00,2010,5,156,BAL,David Reed,WR,WR,2,23,2013,0,0,0,2,2,36,,,,,,2,31,0,6,68,0,2,,,Utah,
JoneAr22,2010,5,157,BAL,Arthur Jones,DE,DE,17,24,2016,0,0,1,16,15,61,,,,,,,,,,,,98,,10,Syracuse,
TennMa20,2010,5,158,NOR,Matt Tennant,C,C,3,23,2012,0,0,0,3,2,36,,,,,,,,,0,0,0,,,,Boston Col.,
CoopRi00,2010,5,159,PHI,Riley Cooper,WR,WR,17,23,2015,0,0,3,18,18,88,,,,,,0,18,0,169,2418,18,5,,,Florida,
AsanLa99,2010,5,160,CLE,Larry Asante,DB,DB,1,22,2015,0,0,0,2,,39,,,,,,,,,,,,49,1,,Nebraska,
DeGeCh20,2010,5,161,MIN,Chris DeGeare,G,G,2,23,2012,0,0,0,2,2,8,,,,,,,,,,,,1,,,Wake Forest,
EldrBr00,2010,5,162,IND,Brody Eldridge,TE,TE,0,23,2011,0,0,1,0,0,27,,,,,,,,,14,84,0,1,,,Oklahoma,
JoneRe99,2010,5,163,MIA,Reshad Jones,DB,DB,25,22,2016,0,1,5,31,31,94,,,,,,,,,,,,421,16,9,Georgia,
ButlCr99,2010,5,164,PIT,Crezdon Butler,DB,DB,2,23,2015,0,0,0,2,0,45,,,,,,,,,,,,21,,,Clemson,
MeieKe00,2010,5,165,ATL,Kerry Meier,WR,WR,0,23,2012,0,0,0,0,0,12,,,,,,,,,0,0,0,,,,Kansas,
SylvSt99,2010,5,166,PIT,Stevenson Sylvester,LB,LB,5,22,2013,0,0,0,5,5,50,,,,,,,,,,,,10,,,Utah,
TripNa99,2010,5,167,MIN,Nate Triplett,LB,LB,0,23,2011,0,0,0,0,,8,,,,,,,,,,,,4,,,Minnesota,
CromJo00,2010,5,168,SDG,Jonathan Crompton,QB,QB,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee,
NewhMa20,2010,5,169,GNB,Marshall Newhouse,G,G,32,22,2016,0,0,3,30,20,81,,,,,,,,,,,,1,,,TCU,
OnobFe00,2010,6,170,STL,Fendi Onobun,TE,TE,0,23,2011,0,0,0,0,0,4,,,,,,,,,2,15,0,,,,Arizona,
SchiSh99,2010,6,171,ATL,Shann Schillinger,DB,DB,2,24,2013,0,0,0,2,2,37,1,1,-8,0,0,,,,,,,,,,Montana,
,2010,6,172,TAM,Brent Bowden,P,P,0,,,0,0,0,,,,,,,,,,,,,,,,,,Virginia Tech,
DixoAn00,2010,6,173,SFO,Anthony Dixon,RB,RB,7,23,2015,0,0,0,7,4,96,,,,,,274,934,11,23,140,0,8,,,Mississippi St.,
,2010,6,174,WAS,Dennis Morris,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Louisiana Tech,
HardGr99,2010,6,175,CAR,Greg Hardy,DE,DE,28,22,2015,0,1,4,32,26,75,,,,,,,,,,,,165,1,40,Mississippi,
SmitRu01,2010,6,176,TEN,Rusty Smith,QB,QB,1,23,2012,0,0,0,1,1,3,23,45,234,0,4,,,,,,,,,,Florida Atlantic,
MitcCa00,2010,6,177,CLE,Carlton Mitchell,WR,WR,0,22,2011,0,0,0,0,0,16,,,,,,1,9,0,3,31,0,3,,,South Florida,
MoatAr00,2010,6,178,BUF,Arthur Moats,LB,LB,14,22,2016,0,0,3,18,9,102,,,,,,,,,,,,110,,16.5,James Madison,
YounSa21,2010,6,179,DAL,Sam Young,T,T,6,23,2016,0,0,0,8,0,60,,,,,,,,,,,,,,,Notre Dame,
KariDe00,2010,6,180,JAX,Deji Karim,RB,RB,4,23,2013,0,0,0,4,3,33,,,,,,110,341,0,18,129,0,1,,,Southern Illinois,
LeFeDa00,2010,6,181,CHI,Dan LeFevour,QB,QB,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Central Michigan,
ByhaNa00,2010,6,182,SFO,Nate Byham,TE,TE,0,22,2013,0,0,0,0,0,29,,,,,,,,,11,83,1,2,,,Pittsburgh,
OlseEr20,2010,6,183,DEN,Eric Olsen,C,C,3,22,2014,0,0,0,3,0,23,,,,,,,,,,,,,,,Notre Dame,
TracAd99,2010,6,184,NYG,Adrian Tracy,DE,DE,1,23,2012,0,0,0,1,1,16,,,,,,,,,,,,5,,1,William & Mary,
McCoAn00,2010,6,185,SEA,Anthony McCoy,TE,TE,4,22,2015,0,0,1,4,4,42,,,,,,,,,31,437,3,2,,,USC,
GeatCl99,2010,6,186,CLE,Clifton Geathers,DE,DE,4,22,2014,0,0,0,4,,40,,,,,,,,,,,,16,,1,South Carolina,
SmitSh22,2010,6,187,HOU,Shelley Smith,G,G,7,23,2014,0,0,0,7,,36,,,,,,,,,,,,,,,Colorado St.,
DwyeJo00,2010,6,188,PIT,Jonathan Dwyer,RB,RB,8,21,2014,0,0,0,8,8,38,,,,,,246,1022,3,29,184,0,,,,Georgia Tech,
SimsEu99,2010,6,189,STL,Eugene Sims,DE,DE,9,24,2016,0,0,1,14,14,93,,,,,,,,,,,,94,2,11,West Texas A&M,
GoetTr99,2010,6,190,OAK,Travis Goethel,LB,LB,1,23,2012,0,0,0,1,1,16,,,,,,,,,,,,5,,,Arizona St.,
BrisDe00,2010,6,191,CIN,Dezmon Briscoe,WR,WR,4,21,2012,0,0,0,4,,25,,,,,,1,1,0,43,502,7,3,,,Kansas,
BattDa99,2010,6,192,BUF,Danny Batten,DE,DE,2,22,2011,0,0,0,2,2,16,,,,,,,,,,,,11,,0.5,South Dakota St.,
StarJa00,2010,6,193,GNB,James Starks,RB,RB,20,24,2016,0,0,0,26,26,73,,,,,,595,2461,9,120,990,6,1,,,Buffalo,
HareRa00,2010,6,194,BAL,Ramon Harewood,T,T,2,23,2012,0,0,0,2,2,6,,,,,,,,,,,,,,,Morehouse,
BrowAn04,2010,6,195,PIT,Antonio Brown,WR,WR,48,22,2016,2,4,5,60,60,97,3,5,35,1,1,31,119,0,608,8091,48,13,,,Central Michigan,
WallJa99,2010,6,196,DAL,Jamar Wall,DB,DB,0,22,2010,0,0,0,0,,2,,,,,,,,,,,,,,,Texas Tech,
HollTr00,2010,6,197,HOU,Trindon Holliday,WR,WR,4,24,2014,0,0,0,4,0,33,,,,,,1,7,0,2,17,0,,,,LSU,
GettDa00,2010,6,198,CAR,David Gettis,WR,WR,3,23,2012,0,0,1,3,3,17,,,,,,3,2,0,37,508,3,3,,,Baylor,
WebbJo00,2010,6,199,MIN,Joe Webb,WR,WR,4,23,2016,0,0,0,4,4,64,88,152,853,3,5,42,272,4,8,61,0,4,,,Ala-Birmingham,
,2010,6,200,PHI,Charles Scott,RB,RB,0,,,0,0,0,,,,,,,,,,,,,,,,,,LSU,
CalvJo99,2010,6,201,ARI,Jorrick Calvin,DB,DB,1,23,2010,0,0,0,1,,12,,,,,,,,,,,,,,,Troy,
PughJo99,2010,6,202,CAR,Jordan Pugh,DB,DB,4,22,2013,0,0,0,4,3,44,,,,,,,,,,,,34,2,1,Texas A&M,
,2010,6,203,JAX,Scotty McGee,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,,James Madison,
PikeTo00,2010,6,204,CAR,Tony Pike,QB,QB,0,24,2010,0,0,0,0,0,1,6,12,47,0,0,,,,,,,,,,Cincinnati,
LarsTe20,2010,6,205,NWE,Ted Larsen,C,C,24,23,2016,0,0,3,27,,95,,,,,,,,,,,,2,,,North Carolina St.,
WillKy01,2010,6,206,SFO,Kyle Williams,WR,WR,6,22,2013,0,0,0,6,6,39,,,,,,8,76,0,47,574,4,2,,,Arizona St.,
,2010,6,207,TEN,Myron Rolle,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Florida St.,
WelcTh20,2010,7,208,NWE,Thomas Welch,T,T,2,23,2013,0,0,0,2,1,27,,,,,,,,,,,,,,,Vanderbilt,
BrowLe00,2010,7,209,BUF,Levi Brown,QB,QB,0,23,2010,0,0,0,0,0,1,2,3,24,0,1,,,,,,,,,,Troy,
GrimCo99,2010,7,210,TAM,Cody Grimm,DB,DB,6,23,2012,0,0,1,6,6,23,,,,,,,,,,,,47,2,,Virginia Tech,
JohnMa99,2010,7,211,STL,Marquis Johnson,DB,DB,0,22,2011,0,0,0,0,0,5,,,,,,,,,,,,5,,,Alabama,
,2010,7,212,MIA,Chris McCoy,DE,DE,0,,,0,0,0,,,,,,,,,,,,,,,,,,Middle Tenn. St.,
YounWi99,2010,7,213,DET,Willie Young,DE,DE,13,25,2016,0,0,2,17,9,88,,,,,,,,,,,,114,1,29,North Carolina St.,
ShulMi01,2010,7,214,MIN,Mickey Shuler,TE,TE,0,23,2015,0,0,0,0,,10,,,,,,,,,2,44,0,1,,,Penn St.,
WareJe99,2010,7,215,OAK,Jeremy Ware,DB,DB,1,24,2010,0,0,0,1,1,8,,,,,,,,,,,,1,1,,Michigan St.,
,2010,7,216,BUF,Kyle Calloway,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,,Iowa,
WatsDe99,2010,7,217,TAM,Dekoda Watson,LB,LB,10,22,2016,0,0,0,9,8,83,,,,,,,,,,,,77,1,3,Florida St.,
WebbJM20,2010,7,218,CHI,J'Marcus Webb,T,T,20,22,2016,0,0,4,25,17,79,,,,,,,,,,,,1,,,West Texas A&M,
AustTe00,2010,7,219,WAS,Terrence Austin,WR,WR,1,22,2011,0,0,0,1,1,18,,,,,,,,,15,184,0,2,,,UCLA,
ChanJa98,2010,7,220,PHI,Jamar Chaney,LB,LB,13,23,2014,0,0,1,13,12,54,,,,,,,,,,,,114,3,1,Mississippi St.,
DodgMa99,2010,7,221,NYG,Matt Dodge,P,P,2,23,2010,0,0,0,2,2,16,,,,,,1,0,0,,,,,,,East Carolina,
MariMa00,2010,7,222,TEN,Marc Mariani,WR,WR,3,23,2016,0,1,0,5,3,65,,,,,,1,4,0,27,324,0,1,,,Montana,
StanR.00,2010,7,223,CAR,R.J. Stanford,DB,DB,0,22,2014,0,0,0,4,1,46,,,,,,,,,,,,39,2,,Utah,
AdamPh00,2010,7,224,SFO,Phillip Adams,DB,DB,9,22,2015,0,0,0,10,1,78,,,,,,,,,,,,99,5,,South Carolina St.,
ThomSy99,2010,7,225,DEN,Syd'Quan Thompson,DB,DB,1,23,2010,0,0,0,1,1,13,,,,,,,,,,,,12,2,,California,
SelvGe99,2010,7,226,STL,George Selvie,DE,DE,16,23,2015,0,0,2,17,2,80,,,,,,,,,,,,105,,14,South Florida,
DickDo00,2010,7,227,HOU,Dorin Dickerson,WR,WR,1,22,2013,0,0,0,1,0,24,,,,,,1,-8,0,11,151,0,,,,Pittsburgh,
StepRe22,2010,7,228,CIN,Reggie Stephens,C,C,0,23,2012,0,0,0,0,,,,,,,,,,,,,,,,,Iowa St.,
,2010,7,229,WAS,Eric Cook,C,C,0,,,0,0,0,,,,,,,,,,,,,,,,,,New Mexico,
WilsC.98,2010,7,230,GNB,C.J. Wilson,DE,DE,0,23,2016,0,0,0,14,9,79,,,,,,,,,,,,78,,6.5,East Carolina,
CapeSe20,2010,7,231,WAS,Selvish Capers,T,T,0,24,2012,0,0,0,0,,3,,,,,,,,,,,,,,,West Virginia,
KirlJa99,2010,7,232,DEN,Jammie Kirlew,DE,DE,0,23,2011,0,0,0,0,,1,,,,,,,,,,,,,,,Indiana,
DrayJi00,2010,7,233,ARI,Jim Dray,TE,TE,4,23,2016,0,0,3,4,2,91,,,,,,,,,56,605,3,1,,,Stanford,
LissSe99,2010,7,234,DAL,Sean Lissemore,DT,DT,12,23,2015,0,0,0,14,4,69,,,,,,,,,,,,78,1,6.5,William & Mary,
EppsDe00,2010,7,235,SDG,Dedrick Epps,TE,TE,0,22,2012,0,0,0,0,,6,,,,,,,,,1,9,0,,,,Miami (FL),
DaviDe99,2010,7,236,SEA,Dexter Davis,LB,LB,1,23,2012,0,0,0,1,1,16,,,,,,,,,,,,10,,1,Arizona St.,
DImpRy00,2010,7,237,MIN,Ryan D'Imperio,RB,RB,0,23,2011,0,0,0,0,0,12,,,,,,,,,2,7,0,,,,Rutgers,
MathRi99,2010,7,238,IND,Ricardo Mathews,DT,DT,8,23,2016,0,0,0,11,5,91,,,,,,,,,,,,63,,4,Cincinnati,
CanfSe00,2010,7,239,NOR,Sean Canfield,QB,QB,0,24,,0,0,0,,,,,,,,,,,,,,,,,,Oregon St.,
ConnKa99,2010,7,240,IND,Kavell Conner,LB,LB,20,23,2015,0,0,3,20,15,78,,,,,,,,,,,,198,,2,Clemson,
,2010,7,241,TEN,David Howard,DT,DT,0,,,0,0,0,,,,,,,,,,,,,,,,,,Brown,
WortDo99,2010,7,242,PIT,Doug Worthington,DT,DT,0,23,2015,0,0,0,0,,8,,,,,,,,,,,,2,,,Ohio St.,
OwenJe20,2010,7,243,PHI,Jeff Owens,DT,DT,0,23,2010,0,0,0,0,0,1,,,,,,,,,,,,,,,Georgia,
ColeKu99,2010,7,244,PHI,Kurt Coleman,DB,DB,17,22,2016,0,0,4,22,13,99,,,,,,,,,,,,282,19,1,Ohio St.,
KonzJa00,2010,7,245,SEA,Jameson Konz,TE,TE,0,24,2011,0,0,0,0,0,1,,,,,,,,,,,,,,,Kent St.,
,2010,7,246,IND,Ray Fisher,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Indiana,
DeadBr99,2010,7,247,NWE,Brandon Deaderick,DE,DE,10,23,2014,0,0,0,9,8,60,,,,,,,,,,,,43,,5.5,Alabama,
,2010,7,248,NWE,Kade Weston,DT,DT,0,,,0,0,0,,,,,,,,,,,,,,,,,,Georgia,
McClRo98,2010,7,249,CAR,Robert McClain,DB,DB,10,22,2016,0,0,0,9,1,75,,,,,,,,,,,,178,4,2.5,Connecticut,
RobiZa00,2010,7,250,NWE,Zac Robinson,QB,QB,0,24,2012,0,0,0,0,,,,,,,,,,,,,,,,,Oklahoma St.,
BrowSt99,2010,7,251,OAK,Stevie Brown,DB,DB,10,23,2014,0,0,1,10,1,55,,,,,,,,,,,,98,8,1,Michigan,
SpitAu99,2010,7,252,MIA,Austin Spitler,LB,LB,5,23,2013,0,0,0,5,5,55,,,,,,,,,,,,11,,,Ohio St.,
LoriEr99,2010,7,253,TAM,Erik Lorig,DE,DE,1,23,2014,0,0,1,1,1,66,,,,,,3,4,0,39,220,2,3,,,Stanford,
HullJo99,2010,7,254,STL,Josh Hull,LB,LB,3,23,2013,0,0,0,3,2,39,,,,,,,,,,,,11,,,Penn St.,
ToonTi00,2010,7,255,DET,Tim Toone,WR,WR,0,25,2012,0,0,0,0,,,,,,,,,,,,,,,,,Weber St.,
StafMa00,2009,1,1,DET,Matthew Stafford,QB,QB,47,21,2016,0,1,7,64,64,104,2507,4082,28859,182,103,232,800,12,2,-3,0,7,,,,
SmitJa22,2009,1,2,STL,Jason Smith,T,T,10,23,2012,0,0,1,10,9,45,,,,,,,,,,,,3,,,,
JackTy98,2009,1,3,KAN,Tyson Jackson,DE,DE,27,23,2016,0,0,6,33,24,116,,,,,,,,,,,,162,,,,
CurrAa99,2009,1,4,SEA,Aaron Curry,LB,LB,18,23,2012,0,0,3,17,13,48,,,,,,,,,,,,190,,,,
SancMa00,2009,1,5,NYJ,Mark Sanchez,QB,QB,29,22,2016,0,0,5,34,27,76,1286,2268,15134,86,84,167,449,13,,,,3,,,,
SmitAn23,2009,1,6,CIN,Andre Smith,T,T,28,22,2016,0,0,5,37,37,86,,,,,,,,,,,,7,,,,
HeywDa00,2009,1,7,OAK,Darrius Heyward-Bey,WR,WR,20,22,2016,0,0,5,21,16,112,,,,,,12,169,1,198,2795,16,11,,,,
MonrEu20,2009,1,8,JAX,Eugene Monroe,T,T,30,22,2015,0,0,6,33,22,93,,,,,,,,,,,,1,,,,
RajiBJ99,2009,1,9,GNB,B.J. Raji,DT,DT,30,23,2015,0,1,5,33,33,91,,,,,,1,1,1,,,,104,,,,
CrabMi00,2009,1,10,SFO,Michael Crabtree,WR,WR,34,22,2016,0,0,7,42,34,105,,,,,,3,18,0,484,5850,41,6,,,,
MaybAa99,2009,1,11,BUF,Aaron Maybin,DE,DE,5,21,2012,0,0,0,5,2,48,,,,,,,,,,,,25,,,,
MoreKn00,2009,1,12,DEN,Knowshon Moreno,RB,RB,34,22,2014,0,0,3,33,32,63,,,,,,877,3616,27,158,1409,9,3,,,,
OrakBr99,2009,1,13,WAS,Brian Orakpo,LB,LB,36,23,2016,0,3,6,40,36,98,,,,,,,,,,,,234,,,,
JenkMa99,2009,1,14,NOR,Malcolm Jenkins,DB,DB,30,21,2016,0,1,7,40,26,113,,,,,,,,,,,,455,,,,
CushBr99,2009,1,15,HOU,Brian Cushing,LB,LB,36,22,2016,0,1,5,47,47,94,,,,,,,,,,,,407,,,,
EnglLa99,2009,1,16,SDG,Larry English,LB,LB,7,23,2014,0,0,0,7,6,64,,,,,,,,,,,,60,,,,
FreeJo00,2009,1,17,TAM,Josh Freeman,QB,QB,40,21,2015,0,0,4,38,37,62,1179,2048,13873,81,68,205,946,4,0,-3,0,6,,,,
AyerRo99,2009,1,18,DEN,Robert Ayers,DE,DE,16,24,2016,0,0,3,20,14,102,,,,,,,,,,,,164,,,,
MaclJe00,2009,1,19,PHI,Jeremy Maclin,WR,WR,29,21,2016,0,0,6,45,34,98,0,1,0,0,0,10,43,0,460,6235,46,17,,,,
PettBr00,2009,1,20,DET,Brandon Pettigrew,TE,TE,22,24,2015,0,0,7,22,22,93,,,,,,,,,301,2965,17,8,,,,
MackAl20,2009,1,21,CLE,Alex Mack,C,C,35,23,2016,0,3,7,40,40,111,,,,,,,,,0,0,0,7,,,,
HarvPe00,2009,1,22,MIN,Percy Harvin,WR,WR,41,21,2016,0,1,5,43,37,75,,,,,,146,927,5,353,4026,22,7,,,,
OherMi20,2009,1,23,BAL,Michael Oher,T,T,36,23,2016,0,0,7,43,31,110,,,,,,,,,1,-8,0,,,,,
JerrPe99,2009,1,24,ATL,Peria Jerry,DT,DT,15,25,2013,0,0,2,14,14,64,,,,,,,,,,,,51,,,,
DaviVo99,2009,1,25,MIA,Vontae Davis,DB,DB,24,21,2016,0,2,6,38,11,110,,,,,,,,,,,,329,,,,
MattCl99,2009,1,26,GNB,Clay Matthews,LB,LB,56,23,2016,1,6,6,70,70,107,,,,,,,,,,,,303,,,,
BrowDo00,2009,1,27,IND,Donald Brown,RB,RB,23,22,2015,0,0,1,25,21,88,,,,,,695,2829,18,120,1066,2,11,,,,
WoodEr20,2009,1,28,BUF,Eric Wood,C,C,29,23,2016,0,1,7,39,39,104,,,,,,,,,,,,2,,,,
NickHa01,2009,1,29,NYG,Hakeem Nicks,WR,WR,40,21,2015,0,0,4,40,36,92,,,,,,2,8,0,356,5081,31,9,,,,
BritKe00,2009,1,30,TEN,Kenny Britt,WR,WR,22,21,2016,0,0,4,30,20,99,,,,,,2,14,0,290,4615,28,5,,,,
WellCh00,2009,1,31,ARI,Beanie Wells,RB,RB,15,21,2012,0,0,1,14,14,51,,,,,,625,2471,24,28,293,0,3,,,,
HoodEv99,2009,1,32,PIT,Evander Hood,DE,DE,30,22,2016,0,0,3,29,28,109,,,,,,,,,,,,120,,,,
DelmLo99,2009,2,33,DET,Louis Delmas,DB,DB,25,22,2014,0,0,6,26,23,78,,,,,,,,,,,,294,,,,
ChunPa99,2009,2,34,NWE,Patrick Chung,DB,DB,16,22,2016,0,0,7,23,19,103,,,,,,,,,,,,348,,,,
LaurJa99,2009,2,35,STL,James Laurinaitis,LB,LB,43,22,2016,0,0,7,52,52,118,,,,,,,,,,,,663,,,,
RobiBr00,2009,2,36,CLE,Brian Robiskie,WR,WR,3,21,2013,0,0,1,3,3,38,,,,,,,,,43,485,4,4,,,,
SmitAl98,2009,2,37,DEN,Alphonso Smith,DB,DB,8,23,2012,0,0,1,8,1,42,,,,,,,,,,,,66,,,,
MauaRe99,2009,2,38,CIN,Rey Maualuga,LB,LB,37,22,2016,0,0,7,44,44,108,,,,,,,,,,,,349,,,,
BritEb20,2009,2,39,JAX,Eben Britton,T,T,17,21,2014,0,0,1,17,13,60,,,,,,,,,0,0,0,2,,,,
BracRo99,2009,2,40,NWE,Ron Brace,DT,DT,5,22,2012,0,0,0,5,5,39,,,,,,,,,,,,24,,,,
ButlDa99,2009,2,41,NWE,Darius Butler,DB,DB,16,23,2016,0,0,0,18,6,105,,,,,,,,,,,,255,,,,
ByrdJa99,2009,2,42,BUF,Jairus Byrd,DB,DB,36,22,2016,0,3,7,36,33,100,,,,,,,,,,,,344,,,,
BrowEv99,2009,2,43,CAR,Everette Brown,DE,DE,6,22,2014,0,0,0,6,5,44,,,,,,,,,,,,48,,,,
WhitPa01,2009,2,44,MIA,Pat White,QB,QB,1,23,2009,0,0,0,1,1,13,0,5,0,0,0,21,81,0,,,,,,,,
SintCl99,2009,2,45,NYG,Clint Sintim,LB,LB,2,23,2010,0,0,0,2,2,24,,,,,,,,,,,,11,,,,
BarwCo99,2009,2,46,HOU,Connor Barwin,DE,DE,26,22,2016,0,1,6,40,16,107,,,,,,,,,,,,232,,,,
MitcMi99,2009,2,47,OAK,Michael Mitchell,DB,DB,13,22,2016,0,0,4,23,5,119,,,,,,,,,,,,288,,,,
McBaDa99,2009,2,48,DEN,Darcel McBath,DB,DB,3,23,2012,0,0,0,3,2,37,,,,,,,,,,,,30,,,,
UngeMa20,2009,2,49,SEA,Max Unger,C,C,38,23,2016,1,2,6,46,38,93,,,,,,,,,,,,4,,,,
MassMo00,2009,2,50,CLE,Mohamed Massaquoi,WR,WR,13,22,2012,0,0,3,12,12,54,1,1,29,1,0,2,-6,0,118,1745,7,9,,,,
LeviAn20,2009,2,51,BUF,Andy Levitre,G,G,37,23,2016,0,0,8,43,26,122,,,,,,,,,,,,11,,,,
VeikDa99,2009,2,52,CLE,David Veikune,LB,LB,1,23,2010,0,0,0,1,1,14,,,,,,,,,,,,,,,,
McCoLe01,2009,2,53,PHI,LeSean McCoy,RB,RB,54,21,2016,2,4,6,61,55,111,,,,,,1802,8403,54,358,2718,13,6,,,,
LoadPh20,2009,2,54,MIN,Phil Loadholt,T,T,40,23,2014,0,0,6,40,40,89,,,,,,,,,,,,6,,,,
MoorWi99,2009,2,55,ATL,William Moore,DB,DB,26,24,2015,0,1,5,29,29,76,,,,,,,,,,,,277,,,,
MoalFi99,2009,2,56,IND,Fili Moala,DT,DT,19,24,2013,0,0,3,18,18,64,,,,,,,,,,,,48,,,,
KrugPa99,2009,2,57,BAL,Paul Kruger,DE,DE,16,23,2016,0,0,3,27,8,108,,,,,,,,,,,,139,,,,
VollSe20,2009,2,58,NWE,Sebastian Vollmer,T,T,41,25,2015,0,0,5,53,53,88,,,,,,,,,,,,3,,,,
MartSh99,2009,2,59,CAR,Sherrod Martin,DB,DB,15,24,2015,0,0,2,17,14,83,,,,,,,,,,,,145,,,,
BeatWi20,2009,2,60,NYG,Will Beatty,T,T,25,24,2016,0,0,4,30,30,85,,,,,,,,,0,0,0,10,,,,
SmitSe99,2009,2,61,MIA,Sean Smith,DB,DB,26,22,2016,0,0,7,32,18,117,,,,,,,,,,,,331,,,,
MarkSe99,2009,2,62,TEN,Sen'Derrick Marks,DT,DT,20,22,2016,0,0,3,26,11,97,,,,,,,,,,,,141,,,,
BrowCo96,2009,2,63,ARI,Cody Brown,LB,LB,0,22,,0,0,0,,,,,,,,,,,,,,,,,,,
QuinRi00,2009,2,64,DEN,Richard Quinn,TE,TE,0,23,2012,0,0,0,0,0,30,,,,,,,,,1,9,0,1,,,,
GreeSh00,2009,3,65,NYJ,Shonn Greene,RB,RB,23,24,2014,0,0,2,23,20,85,,,,,,993,4110,24,72,534,0,5,,,,
FletBr99,2009,3,66,STL,Bradley Fletcher,DB,DB,20,23,2015,0,0,3,24,13,73,,,,,,,,,,,,250,,,,
MageAl99,2009,3,67,KAN,Alex Magee,DE,DE,2,22,2010,0,0,0,2,1,25,,,,,,,,,,,,14,,,,
GilbJa99,2009,3,68,CHI,Jarron Gilbert,DT,DT,0,23,2012,0,0,0,0,0,5,,,,,,,,,,,,2,,,,
WillJa95,2009,3,69,DAL,Jason Williams,LB,LB,3,23,2014,0,0,0,4,0,60,,,,,,,,,,,,31,,,,
JohnMi98,2009,3,70,CIN,Michael Johnson,DE,DE,30,22,2016,0,0,6,38,34,119,,,,,,,,,,,,204,,,,
ShauMa99,2009,3,71,OAK,Matt Shaughnessy,DE,DE,22,23,2014,0,0,3,24,13,75,,,,,,,,,,,,144,,,,
KnigTe99,2009,3,72,JAX,Terrance Knighton,DT,DT,30,23,2015,0,0,6,38,18,108,,,,,,,,,,,,159,,,,
CoxxDe99,2009,3,73,JAX,Derek Cox,DB,DB,22,23,2013,0,0,4,20,17,63,,,,,,,,,,,,204,,,,
CoffGl00,2009,3,74,SFO,Glen Coffee,RB,RB,2,22,2009,0,0,0,2,2,14,,,,,,83,226,1,11,76,0,1,,,,
BrewRo20,2009,3,75,DAL,Robert Brewster,T,T,0,23,2010,0,0,0,0,0,1,,,,,,,,,,,,,,,,
LevyDe99,2009,3,76,DET,DeAndre Levy,LB,LB,33,22,2016,0,0,6,43,43,91,,,,,,,,,,,,439,,,,
